PREFERRED_ABBRV|PREFERRED_FULL|PREFERRED_NLMID|PREFERRED_ISSN_PRINT|PREFERRED_ISSN_ONLINE|START_YEAR|END_YEAR|FULL_TRAIL_LENGTH|FULL_TRAIL
Proc IEEE Annu Northeast Bioeng Conf|Proceedings of the IEEE ... annual Northeast Bioengineering Conference. IEEE Northeast Bioengineering Conference|9515849|1071-121X|2160-7001|1995|uuuu|0|
Comp Biochem Physiol B Biochem Mol Biol|Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology|9516061|1096-4959|1879-1107|1971|1994|2|Comp Biochem Physiol B (2984730R) -Continued by-> Comp Biochem Physiol Biochem Mol Biol (9430606) -Continued by-> Comp Biochem Physiol B Biochem Mol Biol (9516061)
Comp Biochem Physiol A Physiol|Comparative biochemistry and physiology. Part A, Physiology|9516062|1096-4940||1994|1997|0|
Sci Eng Ethics|Science and engineering ethics|9516228|1353-3452|1471-5546|1995|uuuu|0|
NLN Update|NLN update : connecting members of the National League for Nursing|9516229|1080-773X||1995|1997|0|
Ceska Slov Psychiatr|Ceska a slovenska psychiatrie / Ceska lekarska spolecnost J.E. Purkyne|9516290|1212-0383||1995|uuuu|0|
New Microbiol|The new microbiologica|9516291|1121-7138||1993|uuuu|0|
Lifetime Data Anal|Lifetime data analysis|9516348|1380-7870|1572-9249|1995|uuuu|0|
ILAR J|ILAR journal / National Research Council, Institute of Laboratory Animal Resources|9516416|1084-2020|1930-6180|1966|1994|1|Ilar News (0063501) -Continued by-> ILAR J (9516416)
Alkohol Narkom|Alkoholizm i narkomania|9516417|0867-4361|1689-3530|1988|uuuu|0|
Assist technol Res Ser|Assistive technology research series|9516418|1383-813X|1879-8071|1995|uuuu|0|
Expert Opin Ther Pat|Expert opinion on therapeutic patents|9516419|1354-3776|1744-7674|1994|uuuu|0|
Clin Microbiol Infect|Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases|9516420|1198-743X|1469-0691|1995|uuuu|0|
Mol Divers|Molecular diversity|9516534|1381-1991|1573-501X|1995|uuuu|0|
Alex J Pharm Sci|Alexandria journal of pharmaceutical sciences|9516732|1110-1792||1987|uuuu|0|
Klin Khir|Klinichna khirurhiia / Ministerstvo okhorony zdorov'ia Ukrainy, Naukove tovarystvo khirurhiv Ukrainy|9516872|0023-2130||1921|1994|2|Novyi Khirurgicheskii Arkhiv (19220870R) -Continued by-> Klin Khir (0376360) -Continued by-> Klin Khir (9516872)
J Anaesthesiol Clin Pharmacol|Journal of anaesthesiology, clinical pharmacology|9516972|0970-9185|2231-2730|1985|uuuu|0|
Saudi J Gastroenterol|Saudi journal of gastroenterology : official journal of the Saudi Gastroenterology Association|9516979|1319-3767|1998-4049|1995|uuuu|0|
Can J Hum Sex|The Canadian journal of human sexuality|9516982|1188-4517||1986|1991|1|Sieccan J (101086471) -Continued by-> Can J Hum Sex (9516982)
Muscle Nerve Suppl|Muscle & nerve. Supplement|9517433|||1994|2003|0|
Membr Cell Biol|Membrane & cell biology|9517472|1023-6597||1995|2001|0|
Enferm Intensiva|Enfermeria intensiva / Sociedad Espanola de Enfermeria Intensiva y Unidades Coronarias|9517771|1130-2399|1578-1291|1988|uuuu|0|
Vesalius|Vesalius : acta internationales historiae medicinae|9517855|1373-4857||1995|uuuu|0|
Eur J Med Res|European journal of medical research|9517857|0949-2321|2047-783X|1995|uuuu|0|
Proc Br Soc Dent Maxillofac Radiol|Proceedings of the British Society of Dental and Maxillofacial Radiology|9517999|0957-7173||1986|1994|0|
Genome Res|Genome research|9518021|1088-9051|1549-5469|1991|1995|1|PCR Methods Appl (9201445) -Continued by-> Genome Res (9518021)
J Clin Rheumatol|Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases|9518034|1076-1608|1536-7355|1995|uuuu|0|
Eur J Orthop Surg Traumatol|European journal of orthopaedic surgery & traumatology : orthopedie traumatologie|9518037|1633-8065||1995|uuuu|0|
Rev Esp Salud Publica|Revista espanola de salud publica|9600212|1135-5727||1995|uuuu|0|
J Plant Biochem Biotechnol|Journal of plant biochemistry and biotechnology|9600434|0971-7811|0974-1275|1992|uuuu|0|
Cesk Slov Oftalmol|Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti|9600515|1211-9059|1805-4447|1995|uuuu|0|
AIDS Anal Asia|AIDS analysis Asia|9600618|1359-1452||1995|uuuu|0|
Annu Rev Cell Dev Biol|Annual review of cell and developmental biology|9600627|1081-0706|1530-8995|1985|1994|1|Annu Rev Cell Biol (8602195) -Continued by-> Annu Rev Cell Dev Biol (9600627)
Biol Blood Marrow Transplant|Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation|9600628|1083-8791|1523-6536|1995|uuuu|0|
Compend Contin Educ Dent|Compendium of continuing education in dentistry (Jamesburg, N.J. : 1995)|9600713|1548-8578|2158-1797|1980|1995|3|Compend Contin Educ Gen Dent (8210675) -Continued by-> Compend Contin Educ Dent (8110106) -Continued by-> Compendium (8702480) -Continued by-> Compend Contin Educ Dent (9600713)
Lik Sprava|Likars'ka sprava / Ministerstvo okhorony zdorov'ia Ukrainy|9601540|1019-5297||1918|1991|1|Vrach Delo (0413607) -Continued by-> Lik Sprava (9601540)
Fiziol Zh|Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994)|9601541|||1994|uuuu|0|
Rev Calid Asist|Revista de calidad asistencial : organo de la Sociedad Espanola de Calidad Asistencial|9601664|1134-282X|1887-1364|199u|uuuu|0|
Soud Lek|Soudni lekarstvi / casopis Sekce soudniho lekarstvi Cs. lekarske spolecnosti J. Ev. Purkyne|9601665|0371-1854||1956|uuuu|0|
Telemed Telehealth Netw|Telemedicine and telehealth networks : newsmagazine of distance healthcare|9601797|1091-7853||1995|1998|0|
Mymensingh Med J|Mymensingh medical journal : MMJ|9601799|1022-4742||1992|uuuu|0|
Psychiatr Rehabil J|Psychiatric rehabilitation journal|9601800|1095-158X|1559-3126|1995|uuuu|0|
J Mammary Gland Biol Neoplasia|Journal of mammary gland biology and neoplasia|9601804|1083-3021|1573-7039|1996|uuuu|0|
Br Dent Nurs J|British dental nurses' journal (Fleetwood, England : 1994)|9602061|1356-3807||1957|1994|1|Br Dent Surg Assist (0373122) -Continued by-> Br Dent Nurs J (9602061)
Vet Med J|Veterinary medical journal (Jizah, Egypt : 1995)|9602081|1110-1423||1995|uuuu|0|
JK Pract|JK practitioner : a journal of current clinical medicine & surgery|9602083|0971-8834||1994|uuuu|0|
Harv AIDS Rev|Harvard AIDS review|9602085|1526-0232||1995|2001|0|
Biocatal Biotransformation|Biocatalysis and biotransformation|9602086|1024-2422|1029-2446|1995|uuuu|0|
Heart|Heart (British Cardiac Society)|9602087|1355-6037|1468-201X|1939|1995|1|Br Heart J (0370634) -Continued by-> Heart (9602087)
Fu Jian Yi Yao Za Zhi|Fujian yi yao za zhi = Fujian medical journal|9602090|1002-2600||1979|uuuu|0|
Subst Use Misuse|Substance use & misuse|9602153|1082-6084|1532-2491|1966|1995|1|Int J Addict (0123640) -Continued by-> Subst Use Misuse (9602153)
Am J Health Behav|American journal of health behavior|9602338|1087-3244|1945-7359|1977|1995|1|Health Values (7801228) -Continued by-> Am J Health Behav (9602338)
Facts Infant Feed|Facts about infant feeding|9602348|||1990|1993|0|
Rev Reprod|Reviews of reproduction|9602351|1359-6004||1996|2000|0|
Athl Ther Today|Athletic therapy today : the journal for sports health care professionals|9602352|1078-7895||1996|2010|0|
Prim psychiatry|Primary psychiatry|9602353|1082-6319||1994|uuuu|0|
Curr Pharm Des|Current pharmaceutical design|9602487|1381-6128|1873-4286|1995|uuuu|0|
Invert Neurosci|Invertebrate neuroscience : IN|9602489|1354-2516|1439-1104|1995|uuuu|0|
Spectrochim Acta A Mol Biomol Spectrosc|Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy|9602533|1386-1425|1873-3557|1995|uuuu|0|
Isotopes Environ Health Stud|Isotopes in environmental and health studies|9602611|1025-6016|1477-2639|1995|uuuu|0|
Hand Surg|Hand surgery : an international journal devoted to hand and upper limb surgery and related research : journal of the Asia-Pacific Federation of Societies for Surgery of the Hand|9602613|0218-8104|1793-6535|1996|uuuu|0|
Biokemistri|Biokemistri|9602615|0795-8080||1991|uuuu|0|
J Mol Catal B Enzym|Journal of molecular catalysis. B, Enzymatic|9602616|1381-1177|1873-3158|1995|uuuu|0|
J Cardiovasc Pharmacol Ther|Journal of cardiovascular pharmacology and therapeutics|9602617|1074-2484|1940-4034|1996|uuuu|0|
Interv Neuroradiol|Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences|9602695|1591-0199|1591-0199|1995|uuuu|0|
Cost Qual Q J|Cost & quality quarterly journal : CQ|9602863|1079-5057||1994|1999|0|Cost Qual Q J (9602863) -Continued by-> Cost Qual Q J (9602863)
J Neonatal Nurs|Journal of neonatal nursing : JNN|9602867|1355-1841||1994|uuuu|0|
Child Maltreat|Child maltreatment|9602869|1077-5595|1552-6119|1996|uuuu|0|
Agapit|Ahapit : ukrais'kyi istoryko-medychnyi zhurnal = Agapit : the Ukrainian historical and medical journal|9602871|||1994|2004|0|
Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi|Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology|9602873|1003-9279||1987|uuuu|0|
Hosp Case Manag|Hospital case management : the monthly update on hospital-based care planning and critical paths|9603097|1087-0652||1993|uuuu|0|
Pendik Vet Mikrobiyol Derg|Pendik veteriner mikrobiyoloji dergisi / [Pendik Hayvan Hastaliklari Merkez Arastirma Enstitusu]|9603144|1300-1515||1992|uuuu|0|
Newsline People AIDS Coalit N Y|Newsline (People with AIDS Coalition of New York)|9603145|||199u|1999|0|
Med Health R I|Medicine and health, Rhode Island|9603446|1086-5462||1996|2012|2|Med Health R I (9603446) -Continued by-> R I Med J (7605981) -Continued by-> R I Med (9203052) -Continued by-> Med Health R I (9603446)
Allergy Asthma Proc|Allergy and asthma proceedings : the official journal of regional and state allergy societies|9603640|1088-5412|1539-6304|1983|1995|2|N Engl Reg Allergy Proc (8306562) -Continued by-> Allergy Proc (8902396) -Continued by-> Allergy Asthma Proc (9603640)
Tidsskr Sykepl|Tidsskriftet sykepleien|9603908|0806-7511||1995|uuuu|0|
Psychol Health Med|Psychology, health & medicine|9604099|1354-8506|1465-3966|1996|uuuu|0|
J Health Commun|Journal of health communication|9604100|1081-0730|1087-0415|1996|uuuu|0|
J Ment Health Aging|Journal of mental health and aging|9604101|1078-4470||1995|2004|0|
Fold Des|Folding & design|9604387|1359-0278||1996|1998|0|
Drug Discov Today|Drug discovery today|9604391|1359-6446|1878-5832|1996|2004|1|Drug Discov Today Biosilico (101223256) -Absorbed By-> Drug Discov Today (9604391)
Soins Pediatr Pueric|Soins. Pediatrie, puericulture|9604503|1259-4792||1995|uuuu|0|
Angiol Sosud Khir|Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery|9604504|1027-6661||1995|uuuu|0|
Curr Issues Public Health|Current issues in public health|9604505|1076-7762||1995|1996|0|
Clin Child Psychol Psychiatry|Clinical child psychology and psychiatry|9604507|1359-1045|1461-7021|1996|uuuu|0|
Surg Technol Int|Surgical technology international|9604509|1090-3941||1991|uuuu|0|
Indian J Med Paediatr Oncol|Indian journal of medical and paediatric oncology : official journal of Indian Society of Medical & Paediatric Oncology|9604571|0971-5851|0975-2129|1994|uuuu|0|
Annu Stat Suppl Soc Secur Bull|Annual statistical supplement, ... to the Social security bulletin|9604640|1553-0949|1553-0663|1955|1991|1|Soc Secur Bull Annu Stat Suppl (8302370) -Continued by-> Annu Stat Suppl Soc Secur Bull (9604640)
Semin Clin Neuropsychiatry|Seminars in clinical neuropsychiatry|9604647|1084-3612|1532-8678|1996|2003|0|
Nat Biotechnol|Nature biotechnology|9604648|1087-0156|1546-1696|1983|1996|1|Biotechnology (N Y) (8309273) -Continued by-> Nat Biotechnol (9604648)
Exp Anim|Experimental animals / Japanese Association for Laboratory Animal Science|9604830|1341-1357|1881-7122|1995|uuuu|0|
TB HIV|TB & HIV|9604932|1023-2397||1993|uuuu|0|
J Exp Ther Oncol|Journal of experimental therapeutics & oncology|9604933|1359-4117|1533-869X|1996|uuuu|0|
J Orthop Sci|Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association|9604934|0949-2658|1436-2023|1996|uuuu|0|
Addict Biol|Addiction biology|9604935|1355-6215|1369-1600|1996|uuuu|0|
J Health Serv Res Policy|Journal of health services research & policy|9604936|1355-8196|1758-1060|1996|uuuu|0|
Oper Orthop Traumatol|Operative Orthopadie und Traumatologie|9604937|0934-6694|1439-0981|1989|uuuu|0|
Uisahak|Ui sahak|9605018|1225-505X||1992|uuuu|0|
Mol Vis|Molecular vision|9605351||1090-0535|1995|uuuu|0|
Digit J Ophthalmol|Digital journal of ophthalmology : DJO / sponsored by Massachusetts Eye and Ear Infirmary|9605355||1542-8958|1995|uuuu|0|
Cancer Biother Radiopharm|Cancer biotherapy & radiopharmaceuticals|9605408|1084-9785|1557-8852|1996|uuuu|0|
Br J Health Psychol|British journal of health psychology|9605409|1359-107X|2044-8287|1981|uuuu|1|Br J Clin Psychol (8105533) -Continued In Part By-> Br J Health Psychol (9605409)
Home Care Provid|Home care provider|9605410|1084-628X||1996|2001|0|
Helicobacter|Helicobacter|9605411|1083-4389|1523-5378|1996|uuuu|0|
Neuere Med Wiss Quellen Stud|Neuere Medizin- und Wissenschaftsgeschichte|9605423|0949-2739||1995|uuuu|0|
Adicciones|Adicciones|9605506|0214-4840||1989|uuuu|0|
J Liq Chromatogr Relat Technol|Journal of liquid chromatography & related technologies|9605507|1082-6076|1520-572X|1978|1995|1|J Liq Chromatogr (7806595) -Continued by-> J Liq Chromatogr Relat Technol (9605507)
Best Pract Benchmarking Healthc|Best practices and benchmarking in healthcare : a practical journal for clinical and management application|9605850|1085-0635||1996|1997|0|
J Biomed Opt|Journal of biomedical optics|9605853|1083-3668|1560-2281|1996|uuuu|0|
J Manag Care Pharm|Journal of managed care pharmacy : JMCP|9605854|1083-4087|1944-706X|1995|uuuu|0|
Suom Ortoped Traumatol|Suomen ortopedia ja traumatologia = Ortopedi och traumatologi i Finland = Finnish journal of orthopaedics and traumatology|9605859|0780-671X||1983|uuuu|0|
Acquir Immunodefic Syndr (AIDS) Wkly Surveill Rep|Acquired immunodeficiency syndrome (AIDS) weekly surveillance report / AIDS Activity, Center for Infectious Diseases, Centers for Disease Control|9605860|||1983|1986|0|
Biomarkers|Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals|9606000|1354-750X|1366-5804|1996|uuuu|0|
Turk J Haematol|Turkish journal of haematology : official journal of Turkish Society of Haematology|9606065|1300-7777|1308-5263|1954|1982|1|New Istanbul Contrib Clin Sci (0377267) -Continued by-> Turk J Haematol (9606065)
Semin Interv Cardiol|Seminars in interventional cardiology : SIIC|9606070|1084-2764||1996|2000|0|
Blood Press Monit|Blood pressure monitoring|9606438|1359-5237|1473-5725|1996|uuuu|0|
Aggress Violent Behav|Aggression and violent behavior|9606442|1359-1789||1996|uuuu|0|
J Coll Physicians Surg Pak|Journal of the College of Physicians and Surgeons--Pakistan : JCPSP|9606447|1022-386X|1681-7168|1991|uuuu|0|
Neuropathology|Neuropathology : official journal of the Japanese Society of Neuropathology|9606526|0919-6544|1440-1789|1993|uuuu|0|
MIMS Mag|Mims magazine weekly : the journal of quality patient care|9606783|||1992|1994|0|
Todays Surg Nurse|Today's surgical nurse|9606921|1087-1667||1979|1999|1|Todays OR Nurse (7911719) -Continued by-> Todays Surg Nurse (9606921)
Psychol Methods|Psychological methods|9606928|1082-989X|1939-1463|1996|uuuu|0|
Audiol Neurootol|Audiology & neuro-otology|9606930|1420-3030|1421-9700|1996|uuuu|0|
Todays Christ Dr|Today's Christian doctor : the journal of the Christian Medical & Dental Society|9607036|||1970|1995|2|Christ Med Soc J (7501101) -Continued by-> Christ Med Dent Soc J (9002893) -Continued by-> Todays Christ Dr (9607036)
Prep Biochem Biotechnol|Preparative biochemistry & biotechnology|9607037|1082-6068|1532-2297|1971|1995|1|Prep Biochem (1276634) -Continued by-> Prep Biochem Biotechnol (9607037)
Home Health Care Manag Pract|Home health care management & practice|9607039|1084-8223|1552-6739|1996|uuuu|0|
Educ Health (Abingdon)|Education for health (Abingdon, England)|9607101|1357-6283|1469-5804|1996|uuuu|0|
AIDS Patient Care STDS|AIDS patient care and STDs|9607225|1087-2914|1557-7449|1987|1997|1|Pediatr AIDS HIV Infect (9107942) -Absorbed By-> AIDS Patient Care STDS (9607225)
Soc Anc Med Rev|Society for Ancient Medicine review|9607277|||1986|1997|2|Newsl Soc Anc Med Pharm (8806613) -Continued by-> Newsl Soc Anc Med (9607602) -Continued by-> Soc Anc Med Rev (9607277)
Semin Cell Dev Biol|Seminars in cell & developmental biology|9607332|1084-9521|1096-3634|1996|uuuu|0|
Rehabil Fyz Lek|Rehabilitace a fyzikalni lekarstvi|9607335|1211-2658||1994|uuuu|0|
Genes Cells|Genes to cells : devoted to molecular & cellular mechanisms|9607379|1356-9597|1365-2443|1996|uuuu|0|
Cell Mol Biol Lett|Cellular & molecular biology letters|9607427|1425-8153|1689-1392|1996|uuuu|0|
Endocr Pract|Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists|9607439|1530-891X|1934-2403|1995|uuuu|0|
Ann Noninvasive Electrocardiol|Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc|9607443|1082-720X|1542-474X|1996|uuuu|0|
Mortality (Abingdon)|Mortality (Abingdon, England)|9607444|1357-6275|1469-9885|1996|uuuu|0|
Med Etika Bioet|Medicinska etika a bioetika : casopis Ustavu medicinskej etiky a bioetiky = Medical ethics & bioethics : journal of the Institute of Medical Ethics & Bioethics|9607446|1335-0560||1994|uuuu|0|
